market,latitude,longitude,commodity,unit,month,year,price
Tabora,-5.016667,32.8,Beans,100 KG,2,2008,103000
Tabora,-5.016667,32.8,Maize,100 KG,3,2008,30300
Tabora,-5.016667,32.8,Rice,100 KG,3,2008,69400
Tabora,-5.016667,32.8,Beans,100 KG,3,2008,66100
Tabora,-5.016667,32.8,Maize,100 KG,4,2008,25000
Tabora,-5.016667,32.8,Rice,100 KG,4,2008,73800
Tabora,-5.016667,32.8,Beans,100 KG,4,2008,73700
Tabora,-5.016667,32.8,Maize,100 KG,5,2008,20800
Tabora,-5.016667,32.8,Rice,100 KG,5,2008,60400
Tabora,-5.016667,32.8,Beans,100 KG,5,2008,72700
Tabora,-5.016667,32.8,Maize,100 KG,6,2008,25000
Tabora,-5.016667,32.8,Rice,100 KG,6,2008,63292
Tabora,-5.016667,32.8,Beans,100 KG,6,2008,84500
Tabora,-5.016667,32.8,Maize,100 KG,7,2008,25000
Tabora,-5.016667,32.8,Rice,100 KG,7,2008,66350
Tabora,-5.016667,32.8,Beans,100 KG,7,2008,86227.27
Tabora,-5.016667,32.8,Maize,100 KG,8,2008,25000
Tabora,-5.016667,32.8,Rice,100 KG,8,2008,75000
Tabora,-5.016667,32.8,Beans,100 KG,8,2008,60500
Tabora,-5.016667,32.8,Maize,100 KG,9,2008,25000
Tabora,-5.016667,32.8,Rice,100 KG,9,2008,80000
Tabora,-5.016667,32.8,Beans,100 KG,9,2008,95000
Tabora,-5.016667,32.8,Maize,100 KG,10,2008,26400
Tabora,-5.016667,32.8,Rice,100 KG,10,2008,79250
Tabora,-5.016667,32.8,Beans,100 KG,10,2008,98000
Tabora,-5.016667,32.8,Maize,100 KG,11,2008,24818
Tabora,-5.016667,32.8,Rice,100 KG,11,2008,81050
Tabora,-5.016667,32.8,Beans,100 KG,11,2008,99500
Tabora,-5.016667,32.8,Maize,100 KG,12,2008,36000
Tabora,-5.016667,32.8,Rice,100 KG,12,2008,100000
Tabora,-5.016667,32.8,Beans,100 KG,12,2008,95000
Tabora,-5.016667,32.8,Maize,100 KG,1,2009,36000
Tabora,-5.016667,32.8,Rice,100 KG,1,2009,100000
Tabora,-5.016667,32.8,Beans,100 KG,1,2009,100000
Tabora,-5.016667,32.8,Maize,100 KG,2,2009,36000
Tabora,-5.016667,32.8,Rice,100 KG,2,2009,100000
Tabora,-5.016667,32.8,Beans,100 KG,2,2009,100000
Tabora,-5.016667,32.8,Maize,100 KG,3,2009,36000
Tabora,-5.016667,32.8,Rice,100 KG,3,2009,100000
Tabora,-5.016667,32.8,Beans,100 KG,3,2009,100000
Tabora,-5.016667,32.8,Maize,100 KG,4,2009,29950
Tabora,-5.016667,32.8,Rice,100 KG,4,2009,88250
Tabora,-5.016667,32.8,Beans,100 KG,4,2009,84250
Tabora,-5.016667,32.8,Maize,100 KG,5,2009,27250
Tabora,-5.016667,32.8,Rice,100 KG,5,2009,82937.5
Tabora,-5.016667,32.8,Beans,100 KG,5,2009,81875
Tabora,-5.016667,32.8,Maize,100 KG,6,2009,29666.67
Tabora,-5.016667,32.8,Rice,100 KG,6,2009,85833.33
Tabora,-5.016667,32.8,Beans,100 KG,6,2009,85833.33
Tabora,-5.016667,32.8,Rice,100 KG,8,2009,83000
Tabora,-5.016667,32.8,Rice,100 KG,9,2009,85000
Tabora,-5.016667,32.8,Rice,100 KG,10,2009,83000
Tabora,-5.016667,32.8,Rice,100 KG,11,2009,80000
Tabora,-5.016667,32.8,Rice,100 KG,12,2009,90000
Tabora,-5.016667,32.8,Rice,100 KG,1,2010,85000
Tabora,-5.016667,32.8,Rice,100 KG,2,2010,90000
Tabora,-5.016667,32.8,Rice,100 KG,3,2010,95000
Tabora,-5.016667,32.8,Rice,100 KG,4,2010,97000
Tabora,-5.016667,32.8,Rice,100 KG,5,2010,83000
Tabora,-5.016667,32.8,Rice,100 KG,6,2010,73269
Tabora,-5.016667,32.8,Rice,100 KG,7,2010,71083
Tabora,-5.016667,32.8,Rice,100 KG,8,2010,72500
Tabora,-5.016667,32.8,Rice,100 KG,9,2010,74286
Tabora,-5.016667,32.8,Rice,100 KG,10,2010,103308
Tabora,-5.016667,32.8,Rice,100 KG,11,2010,77500
Tabora,-5.016667,32.8,Rice,100 KG,12,2010,80714
Tabora,-5.016667,32.8,Maize,100 KG,1,2011,27958
Tabora,-5.016667,32.8,Rice,100 KG,1,2011,82458
Tabora,-5.016667,32.8,Beans,100 KG,1,2011,154833
Tabora,-5.016667,32.8,Maize,100 KG,2,2011,39800
Tabora,-5.016667,32.8,Rice,100 KG,2,2011,88000
Tabora,-5.016667,32.8,Beans,100 KG,2,2011,100750
Tabora,-5.016667,32.8,Maize,100 KG,3,2011,47400
Tabora,-5.016667,32.8,Rice,100 KG,3,2011,98100
Tabora,-5.016667,32.8,Beans,100 KG,3,2011,120550
Tabora,-5.016667,32.8,Maize,100 KG,4,2011,49500
Tabora,-5.016667,32.8,Rice,100 KG,4,2011,110000
Tabora,-5.016667,32.8,Beans,100 KG,4,2011,101042
Tabora,-5.016667,32.8,Maize,100 KG,5,2011,47250
Tabora,-5.016667,32.8,Rice,100 KG,5,2011,130000
Tabora,-5.016667,32.8,Beans,100 KG,5,2011,37000
Tabora,-5.016667,32.8,Maize,100 KG,6,2011,43000
Tabora,-5.016667,32.8,Rice,100 KG,6,2011,110000
Tabora,-5.016667,32.8,Beans,100 KG,6,2011,45600
Tabora,-5.016667,32.8,Maize,100 KG,7,2011,47000
Tabora,-5.016667,32.8,Rice,100 KG,7,2011,110000
Tabora,-5.016667,32.8,Beans,100 KG,7,2011,110000
Tabora,-5.016667,32.8,Maize,100 KG,9,2011,46354
Tabora,-5.016667,32.8,Rice,100 KG,9,2011,123750
Tabora,-5.016667,32.8,Beans,100 KG,9,2011,124792
Tabora,-5.016667,32.8,Maize,100 KG,10,2011,48500
Tabora,-5.016667,32.8,Rice,100 KG,10,2011,132917
Tabora,-5.016667,32.8,Beans,100 KG,10,2011,131250
Tabora,-5.016667,32.8,Maize,100 KG,11,2011,45500
Tabora,-5.016667,32.8,Rice,100 KG,11,2011,159167
Tabora,-5.016667,32.8,Beans,100 KG,11,2011,147083
Tabora,-5.016667,32.8,Maize,100 KG,12,2011,44000
Tabora,-5.016667,32.8,Rice,100 KG,12,2011,172857
Tabora,-5.016667,32.8,Maize,100 KG,1,2012,46923
Tabora,-5.016667,32.8,Rice,100 KG,1,2012,174231
Tabora,-5.016667,32.8,Beans,100 KG,1,2012,126731
Tabora,-5.016667,32.8,Maize,100 KG,2,2012,46385
Tabora,-5.016667,32.8,Rice,100 KG,2,2012,168846
Tabora,-5.016667,32.8,Beans,100 KG,2,2012,116923
Tabora,-5.016667,32.8,Maize,100 KG,3,2012,46667
Tabora,-5.016667,32.8,Rice,100 KG,3,2012,180556
Tabora,-5.016667,32.8,Beans,100 KG,3,2012,118056
Tabora,-5.016667,32.8,Maize,100 KG,4,2012,47909
Tabora,-5.016667,32.8,Rice,100 KG,4,2012,200864
Tabora,-5.016667,32.8,Beans,100 KG,4,2012,140000
Tabora,-5.016667,32.8,Maize,100 KG,5,2012,47715
Tabora,-5.016667,32.8,Rice,100 KG,5,2012,158792
Tabora,-5.016667,32.8,Beans,100 KG,5,2012,142692
Tabora,-5.016667,32.8,Maize,100 KG,6,2012,46676
Tabora,-5.016667,32.8,Rice,100 KG,6,2012,135300
Tabora,-5.016667,32.8,Beans,100 KG,6,2012,140000
Tabora,-5.016667,32.8,Maize,100 KG,7,2012,47192
Tabora,-5.016667,32.8,Rice,100 KG,7,2012,135769
Tabora,-5.016667,32.8,Beans,100 KG,7,2012,132308
Tabora,-5.016667,32.8,Maize,100 KG,8,2012,49100
Tabora,-5.016667,32.8,Rice,100 KG,8,2012,129500
Tabora,-5.016667,32.8,Beans,100 KG,8,2012,131000
Tabora,-5.016667,32.8,Maize,100 KG,9,2012,63312.5
Tabora,-5.016667,32.8,Rice,100 KG,9,2012,151250
Tabora,-5.016667,32.8,Beans,100 KG,9,2012,147500
Tabora,-5.016667,32.8,Maize,100 KG,10,2012,76800
Tabora,-5.016667,32.8,Rice,100 KG,10,2012,162000
Tabora,-5.016667,32.8,Beans,100 KG,10,2012,159000
Tabora,-5.016667,32.8,Maize,100 KG,11,2012,68167
Tabora,-5.016667,32.8,Rice,100 KG,11,2012,161667
Tabora,-5.016667,32.8,Beans,100 KG,11,2012,135000
Tabora,-5.016667,32.8,Maize,100 KG,12,2012,75500
Tabora,-5.016667,32.8,Rice,100 KG,12,2012,166111.11
Tabora,-5.016667,32.8,Beans,100 KG,12,2012,152777.78
Tabora,-5.016667,32.8,Maize,100 KG,1,2013,78666.67
Tabora,-5.016667,32.8,Rice,100 KG,1,2013,166111.11
Tabora,-5.016667,32.8,Beans,100 KG,1,2013,220000
Tabora,-5.016667,32.8,Maize,100 KG,2,2013,81818.18
Tabora,-5.016667,32.8,Rice,100 KG,2,2013,164545.45
Tabora,-5.016667,32.8,Beans,100 KG,2,2013,95227.27
Tabora,-5.016667,32.8,Maize,100 KG,3,2013,80000
Tabora,-5.016667,32.8,Rice,100 KG,3,2013,159166.5
Tabora,-5.016667,32.8,Beans,100 KG,3,2013,122916.75
Tabora,-5.016667,32.8,Maize,100 KG,4,2013,65416.75
Tabora,-5.016667,32.8,Rice,100 KG,4,2013,137916.75
Tabora,-5.016667,32.8,Beans,100 KG,4,2013,135000
Tabora,-5.016667,32.8,Maize,100 KG,5,2013,57450
Tabora,-5.016667,32.8,Rice,100 KG,5,2013,115166.6
Tabora,-5.016667,32.8,Beans,100 KG,5,2013,141000
Tabora,-5.016667,32.8,Maize,100 KG,6,2013,45083.33
Tabora,-5.016667,32.8,Rice,100 KG,6,2013,102222.33
Tabora,-5.016667,32.8,Beans,100 KG,6,2013,133750
Tabora,-5.016667,32.8,Maize,100 KG,7,2013,50458.25
Tabora,-5.016667,32.8,Rice,100 KG,7,2013,117708.25
Tabora,-5.016667,32.8,Beans,100 KG,7,2013,132500
Tabora,-5.016667,32.8,Maize,100 KG,8,2013,47527.83
Tabora,-5.016667,32.8,Rice,100 KG,8,2013,114444.5
Tabora,-5.016667,32.8,Beans,100 KG,8,2013,115000
Tabora,-5.016667,32.8,Maize,100 KG,9,2013,52000
Tabora,-5.016667,32.8,Rice,100 KG,9,2013,100000
Tabora,-5.016667,32.8,Beans,100 KG,9,2013,115000
Tabora,-5.016667,32.8,Maize,100 KG,10,2013,52000
Tabora,-5.016667,32.8,Rice,100 KG,10,2013,96666.75
Tabora,-5.016667,32.8,Beans,100 KG,10,2013,115000
Tabora,-5.016667,32.8,Maize,100 KG,11,2013,57208.25
Tabora,-5.016667,32.8,Rice,100 KG,11,2013,93958.25
Tabora,-5.016667,32.8,Beans,100 KG,11,2013,149166.75
Tabora,-5.016667,32.8,Maize,100 KG,12,2013,60250
Tabora,-5.016667,32.8,Rice,100 KG,12,2013,113750
Tabora,-5.016667,32.8,Beans,100 KG,12,2013,145000
Tabora,-5.016667,32.8,Maize,100 KG,1,2014,65291.75
Tabora,-5.016667,32.8,Rice,100 KG,1,2014,114166.75
Tabora,-5.016667,32.8,Beans,100 KG,1,2014,145000
Tabora,-5.016667,32.8,Maize,100 KG,2,2014,65292
Tabora,-5.016667,32.8,Rice,100 KG,2,2014,114167
Tabora,-5.016667,32.8,Beans,100 KG,2,2014,145000
Tabora,-5.016667,32.8,Maize,100 KG,3,2014,53250
Tabora,-5.016667,32.8,Rice,100 KG,3,2014,112500
Tabora,-5.016667,32.8,Beans,100 KG,3,2014,153750
Tabora,-5.016667,32.8,Maize,100 KG,4,2014,54000
Tabora,-5.016667,32.8,Rice,100 KG,4,2014,135250
Tabora,-5.016667,32.8,Beans,100 KG,4,2014,139000
Tabora,-5.016667,32.8,Maize,100 KG,5,2014,42384.62
Tabora,-5.016667,32.8,Rice,100 KG,5,2014,147115.38
Tabora,-5.016667,32.8,Beans,100 KG,5,2014,135576.92
Tabora,-5.016667,32.8,Maize,100 KG,6,2014,42000
Tabora,-5.016667,32.8,Rice,100 KG,6,2014,106666.5
Tabora,-5.016667,32.8,Beans,100 KG,6,2014,126250
Tabora,-5.016667,32.8,Maize,100 KG,7,2014,38909
Tabora,-5.016667,32.8,Rice,100 KG,7,2014,94545
Tabora,-5.016667,32.8,Beans,100 KG,7,2014,123182
Tabora,-5.016667,32.8,Maize,100 KG,8,2014,36958
Tabora,-5.016667,32.8,Rice,100 KG,8,2014,90625
Tabora,-5.016667,32.8,Beans,100 KG,8,2014,125417
Tabora,-5.016667,32.8,Maize,100 KG,9,2014,35538
Tabora,-5.016667,32.8,Rice,100 KG,9,2014,95769
Tabora,-5.016667,32.8,Beans,100 KG,9,2014,125000
Tabora,-5.016667,32.8,Maize,100 KG,11,2014,41107
Tabora,-5.016667,32.8,Rice,100 KG,11,2014,116429
Tabora,-5.016667,32.8,Beans,100 KG,11,2014,141071
Tabora,-5.016667,32.8,Maize,100 KG,12,2014,41846
Tabora,-5.016667,32.8,Rice,100 KG,12,2014,120154
Tabora,-5.016667,32.8,Beans,100 KG,12,2014,145000
Tabora,-5.016667,32.8,Maize,100 KG,1,2015,30909
Tabora,-5.016667,32.8,Rice,100 KG,1,2015,132500
Tabora,-5.016667,32.8,Beans,100 KG,1,2015,145000
Tabora,-5.016667,32.8,Maize,100 KG,2,2015,32208
Tabora,-5.016667,32.8,Rice,100 KG,2,2015,137292
Tabora,-5.016667,32.8,Beans,100 KG,2,2015,145417
Tabora,-5.016667,32.8,Maize,100 KG,3,2015,41042
Tabora,-5.016667,32.8,Rice,100 KG,3,2015,162083
Tabora,-5.016667,32.8,Beans,100 KG,3,2015,146667
Tabora,-5.016667,32.8,Maize,100 KG,4,2015,52091
Tabora,-5.016667,32.8,Rice,100 KG,4,2015,162500
Tabora,-5.016667,32.8,Beans,100 KG,4,2015,146591
Tabora,-5.016667,32.8,Maize,100 KG,5,2015,38771
Tabora,-5.016667,32.8,Rice,100 KG,5,2015,144792
Tabora,-5.016667,32.8,Beans,100 KG,5,2015,160000
Tabora,-5.016667,32.8,Maize,100 KG,6,2015,40806
Tabora,-5.016667,32.8,Rice,100 KG,6,2015,128056
Tabora,-5.016667,32.8,Beans,100 KG,6,2015,170000
Tabora,-5.016667,32.8,Maize,100 KG,7,2015,50167
Tabora,-5.016667,32.8,Rice,100 KG,7,2015,123333
Tabora,-5.016667,32.8,Beans,100 KG,7,2015,160000
Tabora,-5.016667,32.8,Maize,100 KG,8,2015,53792
Tabora,-5.016667,32.8,Rice,100 KG,8,2015,141319
Tabora,-5.016667,32.8,Beans,100 KG,8,2015,153403
Tabora,-5.016667,32.8,Maize,100 KG,9,2015,54350
Tabora,-5.016667,32.8,Rice,100 KG,9,2015,145000
Tabora,-5.016667,32.8,Beans,100 KG,9,2015,155000
Tabora,-5.016667,32.8,Maize,100 KG,10,2015,60429
Tabora,-5.016667,32.8,Rice,100 KG,10,2015,174286
Tabora,-5.016667,32.8,Beans,100 KG,10,2015,157857
Tabora,-5.016667,32.8,Maize,100 KG,11,2015,65538
Tabora,-5.016667,32.8,Rice,100 KG,11,2015,175000
Tabora,-5.016667,32.8,Beans,100 KG,11,2015,170000
Tabora,-5.016667,32.8,Maize,100 KG,12,2015,68500
Tabora,-5.016667,32.8,Rice,100 KG,12,2015,181000
Tabora,-5.016667,32.8,Beans,100 KG,12,2015,170000
Tabora,-5.016667,32.8,Maize,100 KG,1,2016,65500
Tabora,-5.016667,32.8,Rice,100 KG,1,2016,172083
Tabora,-5.016667,32.8,Beans,100 KG,1,2016,165000
Tabora,-5.016667,32.8,Maize,100 KG,2,2016,69850
Tabora,-5.016667,32.8,Rice,100 KG,2,2016,180000
Tabora,-5.016667,32.8,Beans,100 KG,2,2016,164250
Tabora,-5.016667,32.8,Maize,100 KG,3,2016,65167
Tabora,-5.016667,32.8,Rice,100 KG,3,2016,180000
Tabora,-5.016667,32.8,Beans,100 KG,3,2016,162685
Tabora,-5.016667,32.8,Maize,100 KG,4,2016,52864
Tabora,-5.016667,32.8,Rice,100 KG,4,2016,178864
Tabora,-5.016667,32.8,Beans,100 KG,4,2016,154924
Tabora,-5.016667,32.8,Maize,100 KG,5,2016,44500
Tabora,-5.016667,32.8,Rice,100 KG,5,2016,157955
Tabora,-5.016667,32.8,Beans,100 KG,5,2016,146364
Tabora,-5.016667,32.8,Maize,100 KG,6,2016,46417
Tabora,-5.016667,32.8,Rice,100 KG,6,2016,146667
Tabora,-5.016667,32.8,Beans,100 KG,6,2016,150000
Tabora,-5.016667,32.8,Maize,100 KG,7,2016,52864
Tabora,-5.016667,32.8,Rice,100 KG,7,2016,145000
Tabora,-5.016667,32.8,Beans,100 KG,7,2016,140909
Tabora,-5.016667,32.8,Maize,100 KG,8,2016,53500
Tabora,-5.016667,32.8,Rice,100 KG,8,2016,139615
Tabora,-5.016667,32.8,Beans,100 KG,8,2016,143077
Tabora,-5.016667,32.8,Maize,100 KG,9,2016,52600
Tabora,-5.016667,32.8,Rice,100 KG,9,2016,128000
Tabora,-5.016667,32.8,Beans,100 KG,9,2016,160000
Tabora,-5.016667,32.8,Maize,100 KG,10,2016,62136
Tabora,-5.016667,32.8,Rice,100 KG,10,2016,145000
Tabora,-5.016667,32.8,Beans,100 KG,10,2016,160000
Tabora,-5.016667,32.8,Maize,100 KG,11,2016,71286
Tabora,-5.016667,32.8,Rice,100 KG,11,2016,149286
Tabora,-5.016667,32.8,Beans,100 KG,11,2016,160000
Tabora,-5.016667,32.8,Maize,100 KG,12,2016,88833
Tabora,-5.016667,32.8,Rice,100 KG,12,2016,157500
Tabora,-5.016667,32.8,Beans,100 KG,12,2016,176667
Tabora,-5.016667,32.8,Maize,100 KG,1,2017,86275
Tabora,-5.016667,32.8,Rice,100 KG,1,2017,161562.5
Tabora,-5.016667,32.8,Beans,100 KG,1,2017,165000
Tabora,-5.016667,32.8,Maize,100 KG,2,2017,107500
Tabora,-5.016667,32.8,Rice,100 KG,2,2017,178846.15
Tabora,-5.016667,32.8,Beans,100 KG,2,2017,246538.46
Tabora,-5.016667,32.8,Maize,100 KG,3,2017,96400
Tabora,-5.016667,32.8,Rice,100 KG,3,2017,174500
Tabora,-5.016667,32.8,Beans,100 KG,3,2017,182000
Tabora,-5.016667,32.8,Maize,100 KG,4,2017,98500
Tabora,-5.016667,32.8,Rice,100 KG,4,2017,172500
Tabora,-5.016667,32.8,Beans,100 KG,4,2017,170000
Tabora,-5.016667,32.8,Maize,100 KG,5,2017,98500
Tabora,-5.016667,32.8,Rice,100 KG,5,2017,172500
Tabora,-5.016667,32.8,Beans,100 KG,5,2017,170000
Tabora,-5.016667,32.8,Maize,100 KG,6,2017,77500
Tabora,-5.016667,32.8,Rice,100 KG,6,2017,197500
Tabora,-5.016667,32.8,Beans,100 KG,6,2017,170833.33
Tabora,-5.016667,32.8,Maize,100 KG,7,2017,67333.33
Tabora,-5.016667,32.8,Rice,100 KG,7,2017,191666.67
Tabora,-5.016667,32.8,Beans,100 KG,7,2017,178333.33
Tabora,-5.016667,32.8,Maize,100 KG,8,2017,67286
Tabora,-5.016667,32.8,Rice,100 KG,8,2017,191429
Tabora,-5.016667,32.8,Beans,100 KG,8,2017,180000
Tabora,-5.016667,32.8,Maize,100 KG,9,2017,65200
Tabora,-5.016667,32.8,Rice,100 KG,9,2017,210000
Tabora,-5.016667,32.8,Beans,100 KG,9,2017,182500
Tabora,-5.016667,32.8,Maize,100 KG,10,2017,73964.29
Tabora,-5.016667,32.8,Rice,100 KG,10,2017,212000
Tabora,-5.016667,32.8,Beans,100 KG,10,2017,178500
Tabora,-5.016667,32.8,Maize,100 KG,11,2017,64000
Tabora,-5.016667,32.8,Rice,100 KG,11,2017,136500
Tabora,-5.016667,32.8,Beans,100 KG,11,2017,180000
Tabora,-5.016667,32.8,Maize,100 KG,12,2017,59000
Tabora,-5.016667,32.8,Rice,100 KG,12,2017,220000
Tabora,-5.016667,32.8,Beans,100 KG,12,2017,175000
Tabora,-5.016667,32.8,Maize,100 KG,1,2018,53000
Tabora,-5.016667,32.8,Rice,100 KG,1,2018,210000
Tabora,-5.016667,32.8,Beans,100 KG,1,2018,160000
Tabora,-5.016667,32.8,Maize,100 KG,3,2018,51666.67
Tabora,-5.016667,32.8,Rice,100 KG,3,2018,211666.67
Tabora,-5.016667,32.8,Beans,100 KG,3,2018,160000
Tabora,-5.016667,32.8,Maize,100 KG,4,2018,43800
Tabora,-5.016667,32.8,Rice,100 KG,4,2018,218000
Tabora,-5.016667,32.8,Beans,100 KG,4,2018,168000
Tabora,-5.016667,32.8,Maize,100 KG,5,2018,39000
Tabora,-5.016667,32.8,Rice,100 KG,5,2018,160000
Tabora,-5.016667,32.8,Beans,100 KG,5,2018,170000
Tabora,-5.016667,32.8,Maize,100 KG,6,2018,39000
Tabora,-5.016667,32.8,Rice,100 KG,6,2018,160000
Tabora,-5.016667,32.8,Beans,100 KG,6,2018,170000
Tabora,-5.016667,32.8,Maize,100 KG,7,2018,39000
Tabora,-5.016667,32.8,Rice,100 KG,7,2018,160000
Tabora,-5.016667,32.8,Beans,100 KG,7,2018,170000
Tabora,-5.016667,32.8,Maize,100 KG,9,2018,42500
Tabora,-5.016667,32.8,Rice,100 KG,9,2018,151818.18
Tabora,-5.016667,32.8,Beans,100 KG,9,2018,170000
Tabora,-5.016667,32.8,Maize,100 KG,10,2018,41500
Tabora,-5.016667,32.8,Rice,100 KG,10,2018,150000
Tabora,-5.016667,32.8,Beans,100 KG,10,2018,170000
Tabora,-5.016667,32.8,Maize,100 KG,11,2018,42431.82
Tabora,-5.016667,32.8,Rice,100 KG,11,2018,151818.18
Tabora,-5.016667,32.8,Beans,100 KG,11,2018,170000
Tabora,-5.016667,32.8,Maize,100 KG,12,2018,53416.67
Tabora,-5.016667,32.8,Rice,100 KG,12,2018,165000
Tabora,-5.016667,32.8,Beans,100 KG,12,2018,170000
Tabora,-5.016667,32.8,Maize,100 KG,1,2019,54500
Tabora,-5.016667,32.8,Rice,100 KG,1,2019,165000
Tabora,-5.016667,32.8,Beans,100 KG,1,2019,170000
Tabora,-5.016667,32.8,Maize,100 KG,2,2019,54277.78
Tabora,-5.016667,32.8,Rice,100 KG,2,2019,165000
Tabora,-5.016667,32.8,Beans,100 KG,2,2019,170000
Tabora,-5.016667,32.8,Maize,100 KG,3,2019,52500
Tabora,-5.016667,32.8,Rice,100 KG,3,2019,165000
Tabora,-5.016667,32.8,Beans,100 KG,3,2019,170000
Tabora,-5.016667,32.8,Maize,100 KG,4,2019,55833.33
Tabora,-5.016667,32.8,Rice,100 KG,4,2019,165000
Tabora,-5.016667,32.8,Beans,100 KG,4,2019,170000
Tabora,-5.016667,32.8,Maize,100 KG,5,2019,45611.11
Tabora,-5.016667,32.8,Rice,100 KG,5,2019,164722.22
Tabora,-5.016667,32.8,Beans,100 KG,5,2019,170000
Tabora,-5.016667,32.8,Maize,100 KG,6,2019,50833.33
Tabora,-5.016667,32.8,Rice,100 KG,6,2019,162500
Tabora,-5.016667,32.8,Beans,100 KG,6,2019,170000
Tabora,-5.016667,32.8,Maize,100 KG,7,2019,52681.82
Tabora,-5.016667,32.8,Rice,100 KG,7,2019,163863.64
Tabora,-5.016667,32.8,Beans,100 KG,7,2019,170000
Tabora,-5.016667,32.8,Maize,100 KG,8,2019,63500
Tabora,-5.016667,32.8,Rice,100 KG,8,2019,170454.55
Tabora,-5.016667,32.8,Beans,100 KG,8,2019,170000
Tabora,-5.016667,32.8,Maize,100 KG,9,2019,72227.27
Tabora,-5.016667,32.8,Rice,100 KG,9,2019,186818.18
Tabora,-5.016667,32.8,Beans,100 KG,9,2019,170000
Tabora,-5.016667,32.8,Maize,100 KG,10,2019,80181.82
Tabora,-5.016667,32.8,Rice,100 KG,10,2019,180909.09
Tabora,-5.016667,32.8,Beans,100 KG,10,2019,198636.36
Tabora,-5.016667,32.8,Maize,100 KG,11,2019,90115.38
Tabora,-5.016667,32.8,Rice,100 KG,11,2019,180000
Tabora,-5.016667,32.8,Beans,100 KG,11,2019,263846.15
Tabora,-5.016667,32.8,Maize,100 KG,12,2019,91500
Tabora,-5.016667,32.8,Rice,100 KG,12,2019,180000
Tabora,-5.016667,32.8,Beans,100 KG,12,2019,248181.82
Tabora,-5.016667,32.8,Maize,100 KG,1,2020,97590.91
Tabora,-5.016667,32.8,Rice,100 KG,1,2020,190000
Tabora,-5.016667,32.8,Beans,100 KG,1,2020,235909.09
Tabora,-5.016667,32.8,Maize,100 KG,2,2020,85000
Tabora,-5.016667,32.8,Rice,100 KG,2,2020,190000
Tabora,-5.016667,32.8,Beans,100 KG,2,2020,226666.67
Tabora,-5.016667,32.8,Maize,100 KG,3,2020,67958.33
Tabora,-5.016667,32.8,Rice,100 KG,3,2020,190000
Tabora,-5.016667,32.8,Beans,100 KG,3,2020,205000
Tabora,-5.016667,32.8,Maize,100 KG,4,2020,55400
Tabora,-5.016667,32.8,Rice,100 KG,4,2020,187500
Tabora,-5.016667,32.8,Beans,100 KG,4,2020,205000
Tabora,-5.016667,32.8,Maize,100 KG,5,2020,49071
Tabora,-5.016667,32.8,Rice,100 KG,5,2020,151429
Tabora,-5.016667,32.8,Beans,100 KG,5,2020,217143
Tabora,-5.016667,32.8,Maize,100 KG,6,2020,58500
Tabora,-5.016667,32.8,Rice,100 KG,6,2020,150000
Tabora,-5.016667,32.8,Beans,100 KG,6,2020,225556
Tabora,-5.016667,32.8,Maize,100 KG,7,2020,58563
Tabora,-5.016667,32.8,Rice,100 KG,7,2020,150000
Tabora,-5.016667,32.8,Beans,100 KG,7,2020,205000
Tabora,-5.016667,32.8,Maize,100 KG,8,2020,55000
Tabora,-5.016667,32.8,Rice,100 KG,8,2020,146667
Tabora,-5.016667,32.8,Beans,100 KG,8,2020,208333
Tabora,-5.016667,32.8,Maize,100 KG,9,2020,52227
Tabora,-5.016667,32.8,Rice,100 KG,9,2020,145000
Tabora,-5.016667,32.8,Beans,100 KG,9,2020,223182
Tabora,-5.016667,32.8,Maize,100 KG,10,2020,51500
Tabora,-5.016667,32.8,Rice,100 KG,10,2020,145000
Tabora,-5.016667,32.8,Beans,100 KG,10,2020,225000
Tabora,-5.016667,32.8,Maize,100 KG,11,2020,51500
Tabora,-5.016667,32.8,Rice,100 KG,11,2020,145000
Tabora,-5.016667,32.8,Beans,100 KG,11,2020,225000
Tabora,-5.016667,32.8,Maize,100 KG,12,2020,50833
Tabora,-5.016667,32.8,Rice,100 KG,12,2020,144167
Tabora,-5.016667,32.8,Beans,100 KG,12,2020,220000
Tabora,-5.016667,32.8,Maize,100 KG,1,2021,42000
Tabora,-5.016667,32.8,Rice,100 KG,1,2021,110000
Tabora,-5.016667,32.8,Beans,100 KG,1,2021,211000
Tabora,-5.016667,32.8,Maize,100 KG,2,2021,40625
Tabora,-5.016667,32.8,Rice,100 KG,2,2021,127500
Tabora,-5.016667,32.8,Beans,100 KG,2,2021,195000
Tabora,-5.016667,32.8,Maize,100 KG,3,2021,40667
Tabora,-5.016667,32.8,Rice,100 KG,3,2021,110000
Tabora,-5.016667,32.8,Beans,100 KG,3,2021,188333
Tabora,-5.016667,32.8,Maize,100 KG,4,2021,40500
Tabora,-5.016667,32.8,Rice,100 KG,4,2021,110000
Tabora,-5.016667,32.8,Beans,100 KG,4,2021,185000
Tabora,-5.016667,32.8,Maize,100 KG,5,2021,35000
Tabora,-5.016667,32.8,Rice,100 KG,5,2021,110000
Tabora,-5.016667,32.8,Beans,100 KG,5,2021,185000
Tabora,-5.016667,32.8,Maize,100 KG,6,2021,35909
Tabora,-5.016667,32.8,Rice,100 KG,6,2021,110000
Tabora,-5.016667,32.8,Beans,100 KG,6,2021,185000
Tabora,-5.016667,32.8,Maize,100 KG,7,2021,35000
